"","SAMPLE_NUMBER","ANALYSIS","REPORTED_NAME","UNITS","ENTRY","REPLICATE_COUNT"
"1823",9736080,"MOIS040493","Moisture","PCT_M-M",45.815863926,1
"1824",9736080,"MOIS040493","Moisture","PCT_M-M",45.470512734,2
"1825",9736248,"MOIS040493","Moisture","PCT_M-M",35.216682959,1
"1826",9736248,"MOIS040493","Moisture","PCT_M-M",35.137996994,2
"1827",9736249,"MOIS040493","Moisture","PCT_M-M",34.949543821,1
"1828",9736249,"MOIS040493","Moisture","PCT_M-M",34.909324346,2
"1829",9736558,"MOIS211099","Moisture","G_P_100G",61.91565971,1
"1830",9736779,"MOIS040493","Moisture","PCT_M-M",36.150730163,1
"1831",9736780,"MOIS040493","Moisture","PCT_M-M",36.018817995,1
"1832",9736999,"MOIS211099","Moisture","G_P_100G",35.854543078,1
"1833",9737407,"MOIS040493","Moisture","G_P_100G",42.260692464,1
"1834",9737425,"MOIS040493","Moisture","PCT_M-M",41.973137192,1
"1835",9737460,"MOIS040493","Moisture","G_P_100G",36.703394405,1
"1836",9737509,"MOIS040493","Moisture","PCT_M-M",35.240132487,1
"1837",9737511,"MOIS040493","Moisture","PCT_M-M",35.359097694,1
"1838",9738526,"MOIS040493","Moisture","PCT_M-M",37.823369023,1
"1839",9738526,"MOIS040493","Moisture","PCT_M-M",37.878537697,2
"1840",9738526,"MOIS040493","Moisture","PCT_M-M",37.946339848,3
"1841",9738527,"MOIS040493","Moisture","PCT_M-M",35.294684439,1
"1842",9739200,"MOIS211099","Moisture","PCT_M-M",44.996141746,1
"1843",9739200,"MOIS211099","Moisture","PCT_M-M",45.024282827,2
"1844",9739201,"MOIS211099","Moisture","PCT_M-M",51.034643106,1
"1845",9739201,"MOIS211099","Moisture","PCT_M-M",51.014957265,2
"1846",9739277,"MOIS040493","Moisture","PCT_M-M",35.135835249,1
"1847",9739278,"MOIS040493","Moisture","PCT_M-M",34.974434833,1
"1848",9739279,"MOIS040493","Moisture","PCT_M-M",34.953161593,1
"1849",9739280,"MOIS040493","Moisture","PCT_M-M",34.841540712,1
"1850",9739281,"MOIS040493","Moisture","PCT_M-M",34.487241213,1
"1851",9739282,"MOIS040493","Moisture","PCT_M-M",35.214001158,1
"1852",9739283,"MOIS040493","Moisture","PCT_M-M",34.717722479,1
"1853",9739284,"MOIS040493","Moisture","PCT_M-M",35.2874677,1
"1854",9739284,"MOIS040493","Moisture","PCT_M-M",35.229810352,2
"1855",9739286,"MOIS040493","Moisture","PCT_M-M",35.772617073,1
"1856",9739286,"MOIS040493","Moisture","PCT_M-M",35.913372827,2
"1857",9739584,"MOIS211099","Moisture","PCT_M-M",75.694102993,1
"1858",9739720,"MOIS211099","Moisture","G_P_100G",49.316648406,1
"1859",9740584,"MOIS211099","Moisture","PCT_M-M",48.733935615,1
"1860",9740992,"MOIS211099","Moisture","PCT_M-M",47.40508983,1
"1861",9740992,"MOIS211099","Moisture","PCT_M-M",47.215888437,2
"1862",9741602,"MOIS211099","Moisture","PCT_M-M",53.233140904,1
"1863",9741602,"MOIS211099","Moisture","PCT_M-M",53.259280912,2
"1864",9741612,"MOIS211099","Moisture","PCT_M-M",47.663152363,1
"1865",9741612,"MOIS211099","Moisture","PCT_M-M",47.425211604,2
"1866",9741736,"MOIS211099","Moisture","PCT_M-M",55.073709262,1
"1867",9741832,"MOIS211099","Moisture","PCT_M-M",55.273501474,1
"1868",9742325,"MOIS211099","Moisture","PCT_M-M",48.501596659,1
"1869",9742326,"MOIS211099","Moisture","PCT_M-M",49.040709779,1
"1870",9742328,"MOIS211099","Moisture","PCT_M-M",49.36324666,1
"1871",9742329,"MOIS211099","Moisture","PCT_M-M",47.003658949,1
"1872",9742330,"MOIS211099","Moisture","PCT_M-M",46.622558286,1
"1873",9742331,"MOIS211099","Moisture","PCT_M-M",47.824799263,1
"1874",9742354,"MOIS211099","Moisture","PCT_M-M",38.154951322,1
"1875",9742355,"MOIS211099","Moisture","PCT_M-M",37.258792281,1
"1876",9742356,"MOIS211099","Moisture","PCT_M-M",35.776117633,1
"1877",9742357,"MOIS211099","Moisture","PCT_M-M",36.397359321,1
"1878",9742358,"MOIS211099","Moisture","PCT_M-M",47.225964099,1
"1879",9742359,"MOIS211099","Moisture","PCT_M-M",44.143941343,1
"1880",9742360,"MOIS211099","Moisture","PCT_M-M",40.231670226,1
"1881",9745672,"MOIS040493","Moisture","PCT_M-M",35.735331796,1
"1882",9745675,"MOIS040493","Moisture","PCT_M-M",35.733307032,1
"1883",9746293,"MOIS211099","Moisture","PCT_M-M",47.459180001,1
"1884",9746495,"MOIS211099","Moisture","PCT_M-M",77.523480819,1
"1885",9746543,"MOIS211099","Moisture","PCT_M-M",47.484477261,1
"1886",9746916,"MOIS211099","Moisture","PCT_M-M",46.78397161,1
"1887",9747373,"MOIS211099","Moisture","PCT_M-M",55.372485596,1
"1888",9747501,"MOIS211099","Moisture","PCT_M-M",54.302096986,1
"1889",9747807,"MOIS211099","Moisture","PCT_M-M",57.932375428,1
"1890",9747893,"MOIS211099","Moisture","PCT_M-M",15.635564106,1
"1891",9747944,"MOIS211099","Moisture","PCT_M-M",15.468563195,1
"1892",9748015,"MOIS211099","Moisture","PCT_M-M",48.236487371,1
"1893",9748169,"MOIS211099","Moisture","PCT_M-M",48.418534823,1
"1894",9748815,"MOIS040493","Moisture","PCT_M-M",45.14452958,1
"1895",9748815,"MOIS040493","Moisture","PCT_M-M",45.165470494,2
"1896",9748816,"MOIS040493","Moisture","PCT_M-M",34.719408265,1
"1897",9748816,"MOIS040493","Moisture","PCT_M-M",34.528301887,2
"1898",9749259,"MOIS211099","Moisture","PCT_M-M",76.548683713,1
"1899",9749650,"MOIS211099","Moisture","PCT_M-M",50.538588265,1
"1900",9749650,"MOIS211099","Moisture","PCT_M-M",50.580608392,2
"1901",9749671,"MOIS211099","Moisture","PCT_M-M",45.76309283,1
"1902",9749671,"MOIS211099","Moisture","PCT_M-M",45.296132486,2
"1903",9749671,"MOIS211099","Moisture","PCT_M-M",45.51976001,3
"1904",9749671,"MOIS211099","Moisture","PCT_M-M",45.631797152,4
"1905",9749778,"MOIS040493","Moisture","PCT_M-M",45.85646183,1
"1906",9749778,"MOIS040493","Moisture","PCT_M-M",45.846786029,2
"1907",9750765,"MOIS040493","Moisture","PCT_M-M",43.77023977,1
"1908",9750765,"MOIS040493","Moisture","PCT_M-M",43.779369349,2
"1909",9751193,"MOIS040493","Moisture","PCT_M-M",35.974946432,1
"1910",9751194,"MOIS040493","Moisture","PCT_M-M",35.56265389,1
"1911",9751366,"MOIS211099","Moisture","G_P_100G",52.028618274,1
"1912",9751464,"MOIS211099","Moisture","PCT_M-M",49.566237645,1
"1913",9751464,"MOIS211099","Moisture","PCT_M-M",49.668066171,2
"1914",9751466,"MOIS211099","Moisture","PCT_M-M",45.973773351,1
"1915",9751466,"MOIS211099","Moisture","PCT_M-M",46.012124496,2
"1916",9752706,"MOIS211099","Moisture","PCT_M-M",55.404321675,1
"1917",9753251,"MOIS040493","Moisture","PCT_M-M",27.686334373,1
"1918",9753252,"MOIS040493","Moisture","PCT_M-M",28.40708543,1
"1919",9753253,"MOIS040493","Moisture","PCT_M-M",28.740456754,1
"1920",9753254,"MOIS040493","Moisture","PCT_M-M",31.724206812,1
"1921",9753255,"MOIS040493","Moisture","PCT_M-M",29.545901317,1
"1922",9753488,"MOIS040493","Moisture","PCT_M-M",49.378084896,1
"1923",9753489,"MOIS040493","Moisture","PCT_M-M",50.172566808,1
"1924",9753490,"MOIS040493","Moisture","PCT_M-M",50.851282732,1
"1925",9753491,"MOIS040493","Moisture","PCT_M-M",48.194116102,1
"1926",9753493,"MOIS040493","Moisture","PCT_M-M",46.838430851,1
"1927",9753585,"MOIS040493","Moisture","PCT_M-M",48.550224937,1
"1928",9753586,"MOIS040493","Moisture","PCT_M-M",51.327205289,1
"1929",9753587,"MOIS040493","Moisture","PCT_M-M",53.368747525,1
"1930",9753588,"MOIS040493","Moisture","PCT_M-M",47.952343024,1
"1931",9753591,"MOIS040493","Moisture","PCT_M-M",47.518703649,1
"1932",9753603,"MOIS040493","Moisture","PCT_M-M",50.988649449,1
"1933",9753628,"MOIS040493","Moisture","PCT_M-M",42.536184211,1
"1934",9753630,"MOIS040493","Moisture","PCT_M-M",46.916502301,1
"1935",9753632,"MOIS040493","Moisture","PCT_M-M",45.621228024,1
"1936",9753633,"MOIS040493","Moisture","PCT_M-M",45.486349518,1
"1937",9753679,"MOIS040493","Moisture","PCT_M-M",45.777748353,1
"1938",9753681,"MOIS040493","Moisture","PCT_M-M",47.378084133,1
"1939",9753684,"MOIS040493","Moisture","PCT_M-M",43.794745538,1
"1940",9753686,"MOIS040493","Moisture","PCT_M-M",44.655528319,1
"1941",9754560,"MOIS040493","Moisture","PCT_M-M",40.310849856,1
"1942",9754560,"MOIS040493","Moisture","PCT_M-M",40.441272324,2
"1943",9754561,"MOIS040493","Moisture","PCT_M-M",40.634599046,1
"1944",9754561,"MOIS040493","Moisture","PCT_M-M",40.688927016,2
"1945",9754735,"MOIS211099","Moisture","PCT_M-M",47.217065823,1
"1946",9754735,"MOIS211099","Moisture","PCT_M-M",47.267322935,2
"1947",9754742,"MOIS211099","Moisture","PCT_M-M",41.022986756,1
"1948",9754742,"MOIS211099","Moisture","PCT_M-M",41.180770125,2
"1949",9755825,"MOIS211099","Moisture","PCT_M-M",47.262584761,1
"1950",9755826,"MOIS211099","Moisture","PCT_M-M",45.467755998,1
"1951",9755827,"MOIS211099","Moisture","PCT_M-M",46.112360936,1
"1952",9755828,"MOIS211099","Moisture","PCT_M-M",48.057706519,1
"1953",9755829,"MOIS211099","Moisture","PCT_M-M",48.343265012,1
"1954",9755830,"MOIS211099","Moisture","PCT_M-M",47.570946146,1
"1955",9756752,"MOIS040493","Moisture","PCT_M-M",40.544285007,1
"1956",9756752,"MOIS040493","Moisture","PCT_M-M",40.536788524,2
"1957",9756761,"MOIS040493","Moisture","PCT_M-M",40.136909289,1
"1958",9756761,"MOIS040493","Moisture","PCT_M-M",39.997365127,2
"1959",9757099,"MOIS040493","Moisture","PCT_M-M",36.3343205,1
"1960",9757102,"MOIS040493","Moisture","PCT_M-M",35.087373538,1
"1961",9757897,"MOIS040493","Moisture","PCT_M-M",46.028208369,1
"1962",9757897,"MOIS040493","Moisture","PCT_M-M",46.060726335,2
"1963",9758633,"MOIS040493","Moisture","PCT_M-M",35.234003775,1
"1964",9758633,"MOIS040493","Moisture","PCT_M-M",35.290011634,2
"1965",9758640,"MOIS040493","Moisture","PCT_M-M",35.755996173,1
"1966",9758640,"MOIS040493","Moisture","PCT_M-M",35.764083925,2
"1967",9758784,"MOIS211099","Moisture","PCT_M-M",82.621125489,1
"1968",9759083,"MOIS040493","Moisture","PCT_M-M",37.148613955,1
"1969",9759086,"MOIS040493","Moisture","PCT_M-M",37.60903853,1
"1970",9760013,"MOIS211099","Moisture","G_P_100G",50.121496841,1
"1971",9760025,"MOIS211099","Moisture","G_P_100G",50.649975927,1
"1972",9760179,"MOIS040493","Moisture","PCT_M-M",13.867251424,1
"1973",9760271,"MOIS040493","Moisture","PCT_M-M",14.009817853,1
"1974",9760561,"MOIS211099","Moisture","PCT_M-M",48.913251934,1
"1975",9761077,"MOIS040493","Moisture","PCT_M-M",34.166391548,1
"1976",9761078,"MOIS040493","Moisture","PCT_M-M",40.86038961,1
"1977",9761078,"MOIS040493","Moisture","PCT_M-M",40.504578091,2
"1978",9761078,"MOIS040493","Moisture","PCT_M-M",40.576503995,3
"1979",9761079,"MOIS040493","Moisture","PCT_M-M",34.678747941,1
"1980",9761207,"MOIS211099","Moisture","G_P_100G",37.19538528,1
"1981",9761612,"MOIS211099","Moisture","PCT_M-M",50.00992326,1
"1982",9761612,"MOIS211099","Moisture","PCT_M-M",49.827149113,2
"1983",9761613,"MOIS211099","Moisture","PCT_M-M",54.32476869,1
"1984",9761613,"MOIS211099","Moisture","PCT_M-M",54.328502415,2
"1985",9762133,"MOIS040493","Moisture","PCT_M-M",37.232883047,1
"1986",9762133,"MOIS040493","Moisture","PCT_M-M",37.056496076,2
"1987",9762136,"MOIS040493","Moisture","PCT_M-M",36.413648569,1
"1988",9762136,"MOIS040493","Moisture","PCT_M-M",36.442124932,2
"1989",9762368,"MOIS211099","Moisture","PCT_M-M",52.91055538,1
"1990",9763137,"MOIS040493","Moisture","PCT_M-M",45.845102805,1
"1991",9763137,"MOIS040493","Moisture","PCT_M-M",45.89423764,2
"1992",9763186,"MOIS211099","Moisture","PCT_M-M",49.289541113,1
"1993",9763187,"MOIS211099","Moisture","PCT_M-M",49.087441218,1
"1994",9763188,"MOIS211099","Moisture","PCT_M-M",48.09466251,1
"1995",9763189,"MOIS211099","Moisture","PCT_M-M",48.096435439,1
"1996",9763190,"MOIS211099","Moisture","PCT_M-M",47.96450766,1
"1997",9763475,"MOIS040493","Moisture","PCT_M-M",32.106241189,1
"1998",9763476,"MOIS040493","Moisture","PCT_M-M",32.17706105,1
"1999",9763714,"MOIS040493","Moisture","PCT_M-M",37.229778566,1
"2000",9763716,"MOIS040493","Moisture","PCT_M-M",36.10614192,1
"2001",9764562,"MOIS211099","Moisture","PCT_M-M",76.766778843,1
"2002",9765202,"MOIS211099","Moisture","PCT_M-M",38.456716812,1
"2003",9765231,"MOIS211099","Moisture","PCT_M-M",41.359958235,1
"2004",9765255,"MOIS211099","Moisture","PCT_M-M",41.675542538,1
"2005",9765256,"MOIS040493","Moisture","PCT_M-M",40.320141993,1
"2006",9765258,"MOIS040493","Moisture","PCT_M-M",39.761463196,1
"2007",9765260,"MOIS040493","Moisture","PCT_M-M",40.786845959,1
"2008",9765261,"MOIS040493","Moisture","PCT_M-M",40.607117016,1
"2009",9765262,"MOIS040493","Moisture","PCT_M-M",40.36919202,1
"2010",9765263,"MOIS040493","Moisture","PCT_M-M",39.44056856,1
"2011",9765264,"MOIS040493","Moisture","PCT_M-M",41.011384697,1
"2012",9765265,"MOIS040493","Moisture","PCT_M-M",40.897755611,1
"2013",9765266,"MOIS040493","Moisture","PCT_M-M",40.884194053,1
"2014",9765349,"MOIS211099","Moisture","PCT_M-M",43.999869136,1
"2015",9765396,"MOIS211099","Moisture","PCT_M-M",54.090139377,1
"2016",9765447,"MOIS211099","Moisture","PCT_M-M",51.117844044,1
"2017",9765519,"MOIS211099","Moisture","G_P_100G",51.88759487,1
"2018",9765816,"MOIS040493","Moisture","PCT_M-M",36.934499258,1
"2019",9766665,"MOIS211099","Moisture","PCT_M-M",46.136603798,1
"2020",9766697,"MOIS211099","Moisture","PCT_M-M",50.203466949,1
"2021",9766718,"MOIS211099","Moisture","PCT_M-M",49.825441158,1
"2022",9766799,"MOIS211099","Moisture","PCT_M-M",43.455235811,1
"2023",9766883,"MOIS211099","Moisture","PCT_M-M",49.79208974,1
"2024",9766936,"MOIS211099","Moisture","PCT_M-M",42.771284367,1
"2025",9766964,"MOIS040493","Moisture","PCT_M-M",43.028371055,1
"2026",9766964,"MOIS040493","Moisture","PCT_M-M",42.999871498,2
"2027",9766967,"MOIS040493","Moisture","PCT_M-M",43.880501124,1
"2028",9766967,"MOIS040493","Moisture","PCT_M-M",43.871857363,2
"2029",9766969,"MOIS040493","Moisture","PCT_M-M",46.933654849,1
"2030",9766969,"MOIS040493","Moisture","PCT_M-M",46.926951312,2
"2031",9766971,"MOIS040493","Moisture","PCT_M-M",47.583081571,1
"2032",9766971,"MOIS040493","Moisture","PCT_M-M",47.442761883,2
"2033",9767841,"MOIS040493","Moisture","PCT_M-M",46.028097063,1
"2034",9767841,"MOIS040493","Moisture","PCT_M-M",46.098702333,2
"2035",9768029,"MOIS211099","Moisture","PCT_M-M",75.933850262,1
"2036",9768642,"MOIS040493","Moisture","PCT_M-M",41.002352326,1
"2037",9768644,"MOIS040493","Moisture","PCT_M-M",40.268499077,1
"2038",9768891,"MOIS211099","Moisture","PCT_M-M",43.577966709,1
"2039",9768892,"MOIS211099","Moisture","PCT_M-M",42.510670681,1
"2040",9768893,"MOIS211099","Moisture","PCT_M-M",44.970847909,1
"2041",9768894,"MOIS211099","Moisture","PCT_M-M",39.300062775,1
"2042",9768895,"MOIS211099","Moisture","PCT_M-M",38.840344104,1
"2043",9768896,"MOIS211099","Moisture","PCT_M-M",38.757081545,1
"2044",9768903,"MOIS040493","Moisture","G_P_100G",42.041942238,1
"2045",9768906,"MOIS211099","Moisture","PCT_M-M",42.364727018,1
"2046",9768907,"MOIS211099","Moisture","PCT_M-M",45.664349821,1
"2047",9768908,"MOIS211099","Moisture","PCT_M-M",40.271353685,1
"2048",9768909,"MOIS211099","Moisture","PCT_M-M",41.511743772,1
"2049",9768910,"MOIS211099","Moisture","PCT_M-M",43.191285939,1
"2050",9769342,"MOIS040493","Moisture","PCT_M-M",35.230120005,1
"2051",9769345,"MOIS040493","Moisture","PCT_M-M",35.5512934,1
"2052",9769347,"MOIS040493","Moisture","PCT_M-M",35.214405968,1
"2053",9769348,"MOIS040493","Moisture","PCT_M-M",35.376457414,1
"2054",9769350,"MOIS040493","Moisture","PCT_M-M",34.552157019,1
"2055",9769351,"MOIS040493","Moisture","PCT_M-M",35.673225372,1
"2056",9770509,"MOIS211099","Moisture","PCT_M-M",51.405969767,1
"2057",9770509,"MOIS211099","Moisture","PCT_M-M",51.411512752,2
"2058",9770513,"MOIS211099","Moisture","PCT_M-M",45.097443172,1
"2059",9770513,"MOIS211099","Moisture","PCT_M-M",45.066382013,2
"2060",9770515,"MOIS040493","Moisture","PCT_M-M",41.378074605,3
"2061",9770515,"MOIS040493","Moisture","PCT_M-M",41.320221024,4
"2062",9770515,"MOIS040493","Moisture","PCT_M-M",41.311901283,1
"2063",9770515,"MOIS040493","Moisture","PCT_M-M",40.843214756,2
"2064",9773248,"MOIS040493","Moisture","PCT_M-M",40.607068336,1
"2065",9773248,"MOIS040493","Moisture","PCT_M-M",40.529605263,2
"2066",9773257,"MOIS040493","Moisture","PCT_M-M",40.923505048,1
"2067",9773257,"MOIS040493","Moisture","PCT_M-M",40.964737192,2
"2068",9773263,"MOIS040493","Moisture","PCT_M-M",41.619819584,1
"2069",9773263,"MOIS040493","Moisture","PCT_M-M",41.517625713,2
"2070",9773340,"MOIS211099","Moisture","PCT_M-M",57.034667363,1
"2071",9773704,"MOIS211099","Moisture","PCT_M-M",52.568651897,1
"2072",9773704,"MOIS211099","Moisture","PCT_M-M",52.582818641,2
"2073",9773711,"MOIS211099","Moisture","PCT_M-M",45.256104034,1
"2074",9773711,"MOIS211099","Moisture","PCT_M-M",45.24332601,2
"2075",9774156,"MOIS211099","Moisture","PCT_M-M",46.555183946,1
"2076",9774711,"MOIS211099","Moisture","PCT_M-M",53.397138564,1
"2077",9774718,"MOIS211099","Moisture","PCT_M-M",54.342156735,1
"2078",9774722,"MOIS211099","Moisture","PCT_M-M",54.14230667,1
"2079",9775170,"MOIS040493","Moisture","PCT_M-M",35.506605041,1
"2080",9775173,"MOIS040493","Moisture","PCT_M-M",35.75228086,1
"2081",9775466,"MOIS040493","Moisture","PCT_M-M",29.223209346,1
"2082",9776729,"MOIS040493","Moisture","PCT_M-M",34.356213252,1
"2083",9776732,"MOIS040493","Moisture","PCT_M-M",33.484932762,1
"2084",9776735,"MOIS040493","Moisture","PCT_M-M",35.203094778,1
"2085",9776738,"MOIS040493","Moisture","PCT_M-M",34.62157302,1
"2086",9776741,"MOIS040493","Moisture","PCT_M-M",34.802791861,1
"2087",9777413,"MOIS211099","Moisture","PCT_M-M",52.33099761,1
"2088",9777503,"MOIS040493","Moisture","PCT_M-M",35.225294914,1
"2089",9777503,"MOIS040493","Moisture","PCT_M-M",35.218241042,2
"2090",9778244,"MOIS211099","Moisture","PCT_M-M",53.194660885,1
"2091",9779343,"MOIS211099","Moisture","PCT_M-M",49.840005224,1
"2092",9779343,"MOIS211099","Moisture","PCT_M-M",49.816935944,2
"2093",9779347,"MOIS211099","Moisture","PCT_M-M",44.95261223,1
"2094",9779347,"MOIS211099","Moisture","PCT_M-M",44.893393444,2
"2095",9780259,"MOIS211099","Moisture","PCT_M-M",75.96623271,1
"2096",9780271,"MOIS211099","Moisture","PCT_M-M",76.280994213,1
"2097",9780276,"MOIS040493","Moisture","PCT_M-M",36.000895227,1
"2098",9780278,"MOIS040493","Moisture","PCT_M-M",35.359006539,1
"2099",9780359,"MOIS211099","Moisture","PCT_M-M",76.962279449,1
"2100",9780399,"MOIS040493","Moisture","PCT_M-M",33.963843321,1
"2101",9781068,"MOIS211099","Moisture","PCT_M-M",53.28520065,1
"2102",9781070,"MOIS211099","Moisture","PCT_M-M",52.631877482,1
"2103",9781073,"MOIS211099","Moisture","PCT_M-M",51.637774771,1
"2104",9781075,"MOIS211099","Moisture","PCT_M-M",52.105567211,1
"2105",9781080,"MOIS211099","Moisture","PCT_M-M",52.472845253,1
"2106",9781084,"MOIS211099","Moisture","PCT_M-M",51.377880746,1
"2107",9781087,"MOIS211099","Moisture","PCT_M-M",52.075391783,1
"2108",9782142,"MOIS211099","Moisture","PCT_M-M",83.038535457,1
"2109",9782992,"MOIS040493","Moisture","PCT_M-M",41.114714098,1
"2110",9782994,"MOIS040493","Moisture","PCT_M-M",40.587044534,1
"2111",9782997,"MOIS040493","Moisture","PCT_M-M",40.673257091,1
"2112",9782999,"MOIS040493","Moisture","PCT_M-M",40.304548959,1
"2113",9783002,"MOIS040493","Moisture","PCT_M-M",41.88795444,1
"2114",9783104,"MOIS211099","Moisture","PCT_M-M",47.39462978,1
"2115",9783104,"MOIS211099","Moisture","PCT_M-M",47.498718934,2
"2116",9783105,"MOIS211099","Moisture","PCT_M-M",43.108202385,1
"2117",9783105,"MOIS211099","Moisture","PCT_M-M",43.078097514,2
"2118",9783141,"MOIS040493","Moisture","PCT_M-M",40.40042217,1
"2119",9783141,"MOIS040493","Moisture","PCT_M-M",40.420545323,2
"2120",9783143,"MOIS040493","Moisture","PCT_M-M",40.976933514,1
"2121",9783143,"MOIS040493","Moisture","PCT_M-M",40.929899411,2
"2122",9783326,"MOIS040493","Moisture","PCT_M-M",36.439202287,1
"2123",9783328,"MOIS040493","Moisture","PCT_M-M",36.832335904,1
"2124",9783330,"MOIS040493","Moisture","PCT_M-M",35.850924536,1
"2125",9783916,"MOIS040493","Moisture","PCT_M-M",34.422546062,1
"2126",9783916,"MOIS040493","Moisture","PCT_M-M",34.504051228,2
"2127",9783917,"MOIS040493","Moisture","PCT_M-M",34.779911181,1
"2128",9783917,"MOIS040493","Moisture","PCT_M-M",34.839334733,2
"2129",9783918,"MOIS040493","Moisture","PCT_M-M",34.729244279,1
"2130",9783918,"MOIS040493","Moisture","PCT_M-M",34.732664322,2
"2131",9784054,"MOIS040493","Moisture","PCT_M-M",34.940431258,1
"2132",9784056,"MOIS040493","Moisture","PCT_M-M",35.166265374,1
"2133",9784484,"MOIS211099","Moisture","PCT_M-M",31.885497842,1
"2134",9784711,"MOIS040493","Moisture","PCT_M-M",34.784984251,1
"2135",9784713,"MOIS040493","Moisture","PCT_M-M",34.386406952,1
"2136",9784796,"MOIS040493","Moisture","PCT_M-M",40.116091583,1
"2137",9784797,"MOIS040493","Moisture","PCT_M-M",39.879829972,1
"2138",9784798,"MOIS040493","Moisture","PCT_M-M",40.671939386,1
"2139",9784799,"MOIS040493","Moisture","PCT_M-M",41.21792613,1
"2140",9784800,"MOIS040493","Moisture","PCT_M-M",40.426239319,1
"2141",9785160,"MOIS040493","Moisture","PCT_M-M",45.309355735,1
"2142",9785160,"MOIS040493","Moisture","PCT_M-M",45.215821434,2
"2143",9785430,"MOIS040493","Moisture","PCT_M-M",35.812048353,1
"2144",9785433,"MOIS040493","Moisture","PCT_M-M",35.77548579,1
"2145",9786564,"MOIS040493","Moisture","PCT_M-M",35.198782827,1
"2146",9786564,"MOIS040493","Moisture","PCT_M-M",35.177799934,2
"2147",9786567,"MOIS040493","Moisture","PCT_M-M",35.214187745,1
"2148",9786567,"MOIS040493","Moisture","PCT_M-M",35.106899117,2
"2149",9787002,"MOIS040493","Moisture","PCT_M-M",14.730757927,1
"2150",9787277,"MOIS211099","Moisture","PCT_M-M",49.160297268,1
"2151",9787278,"MOIS211099","Moisture","PCT_M-M",49.057419578,1
"2152",9788557,"MOIS040493","Moisture","PCT_M-M",36.626851409,1
"2153",9789185,"MOIS040493","Moisture","PCT_M-M",45.295867769,1
"2154",9789185,"MOIS040493","Moisture","PCT_M-M",45.260079519,2
"2155",9789188,"MOIS040493","Moisture","PCT_M-M",45.313125918,1
"2156",9789188,"MOIS040493","Moisture","PCT_M-M",45.447652954,2
"2157",9789190,"MOIS040493","Moisture","PCT_M-M",36.343027398,1
"2158",9789190,"MOIS040493","Moisture","PCT_M-M",36.381393809,2
"2159",9789209,"MOIS040493","Moisture","PCT_M-M",46.98915099,1
"2160",9789209,"MOIS040493","Moisture","PCT_M-M",46.953927743,2
"2161",9789879,"MOIS040493","Moisture","PCT_M-M",35.33055199,1
"2162",9789881,"MOIS040493","Moisture","PCT_M-M",35.973101782,1
"2163",9790140,"MOIS211099","Moisture","PCT_M-M",45.817683881,1
"2164",9790140,"MOIS211099","Moisture","PCT_M-M",45.639670449,2
"2165",9790141,"MOIS211099","Moisture","PCT_M-M",52.294404192,1
"2166",9790141,"MOIS211099","Moisture","PCT_M-M",52.089564304,2
"2167",9790173,"MOIS040493","Moisture","PCT_M-M",34.973777089,1
"2168",9790392,"MOIS211099","Moisture","PCT_M-M",77.070007369,1
"2169",9791680,"MOIS211099","Moisture","PCT_M-M",46.948849502,1
"2170",9791680,"MOIS211099","Moisture","PCT_M-M",46.886520276,2
"2171",9791681,"MOIS211099","Moisture","PCT_M-M",53.611719145,1
"2172",9791681,"MOIS211099","Moisture","PCT_M-M",53.566456745,2
"2173",9794879,"MOIS040493","Moisture","PCT_M-M",40.551573078,1
"2174",9794881,"MOIS040493","Moisture","PCT_M-M",41.71147541,1
"2175",9795394,"MOIS211099","Moisture","G_P_100G",51.655071138,1
"2176",9795443,"MOIS211099","Moisture","PCT_M-M",49.225674491,1
"2177",9795527,"MOIS211099","Moisture","PCT_M-M",76.304431847,1
"2178",9796309,"MOIS040493","Moisture","PCT_M-M",36.100928036,1
"2179",9796310,"MOIS040493","Moisture","PCT_M-M",35.074551851,1
"2180",9796311,"MOIS040493","Moisture","PCT_M-M",35.513014274,1
"2181",9796313,"MOIS040493","Moisture","PCT_M-M",35.480117037,1
"2182",9796604,"MOIS211099","Moisture","PCT_M-M",48.277524262,1
"2183",9797089,"MOIS040493","Moisture","PCT_M-M",36.591937201,1
"2184",9797089,"MOIS040493","Moisture","PCT_M-M",36.629448937,2
"2185",9798504,"MOIS040493","Moisture","PCT_M-M",36.001694197,1
"2186",9798504,"MOIS040493","Moisture","PCT_M-M",36.063704946,2
"2187",9800439,"MOIS040493","Moisture","PCT_M-M",35.339435043,1
"2188",9800440,"MOIS040493","Moisture","PCT_M-M",35.322266592,1
"2189",9800780,"MOIS040493","Moisture","PCT_M-M",46.903340326,1
"2190",9801076,"MOIS211099","Moisture","PCT_M-M",76.519355049,1
"2191",9801703,"MOIS040493","Moisture","PCT_M-M",35.956972321,1
"2192",9801706,"MOIS040493","Moisture","PCT_M-M",35.624265378,1
"2193",9802020,"MOIS211099","Moisture","PCT_M-M",75.991629997,1
"2194",9802031,"MOIS211099","Moisture","PCT_M-M",76.347793959,1
"2195",9802517,"MOIS040493","Moisture","PCT_M-M",30.260031679,1
"2196",9803360,"MOIS040493","Moisture","PCT_M-M",44.389820706,1
"2197",9803360,"MOIS040493","Moisture","PCT_M-M",44.461014751,2
"2198",9803361,"MOIS040493","Moisture","PCT_M-M",44.049389101,1
"2199",9803361,"MOIS040493","Moisture","PCT_M-M",44.020119822,2
