"SAMPLE_NUMBER","LOGIN_DATE","REPORTABLE","ANALYSIS","REPORTED_NAME","REPORTED_UNITS","ENTRY","PRODUCT","CUSTOMER","X_CLIENT_CODE","DESCRIPTION","NAME","LAB"
"8282699","03/02/2016 04:30:53 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG80","JNW03FEB16W3","Follow On Gold 120  25Kg            3698","MG16011471","CHEMISTRY"
"8282742","03/02/2016 04:44:22 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BLEND","MG10","LBM03FEB16J2","Buttermilk Powder Blend 25Kg        2010","MG16011476","CHEMISTRY"
"8283169","03/02/2016 05:58:38 PM","T","SOLI030693","Insolubility Index","ML","0.2","PDR_FCMP","MGTDP","XIF02FEB16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16011581","CHEMISTRY"
"8283186","03/02/2016 06:03:10 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KIS02FEB16Q3","Instant SMP Blk Bag                C4900","MG16011583","CHEMISTRY"
"8283201","03/02/2016 06:07:34 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KIS02FEB16Q3","Instant SMP Blk Bag                C4900","MG16011585","CHEMISTRY"
"8283383","03/02/2016 07:48:51 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MHS03FEB16J2","HH HS SMP 25Kg                      4637","MG16011633","CHEMISTRY"
"8283431","03/02/2016 08:01:21 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KIS01FEB16Q3","Instant SMP Blk Bag                C4900","MG16011653","CHEMISTRY"
"8283443","03/02/2016 08:05:43 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KIS01FEB16Q3","Instant SMP Blk Bag                C4900","MG16011655","CHEMISTRY"
"8283893","04/02/2016 07:17:26 AM","T","SOLI030693","Insolubility Index","","","PDR_WPC","MG20","","WPC 35% 25Kg                        2404","MG16011705","CHEMISTRY"
"8284236","04/02/2016 09:10:27 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC03FEB16J1","WPC 35% 25Kg                        2404","MG16011721","CHEMISTRY"
"8285839","04/02/2016 12:45:13 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS04FEB16J3","Instant SMP 25Kg                    4900","MG16011778","CHEMISTRY"
"8285880","04/02/2016 12:53:03 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM03FEB16J2","BMP 25Kg                            2036","MG16011784","CHEMISTRY"
"8285940","04/02/2016 01:02:09 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG40","RIF03FEB16Q5","IFCMP INT.Bag Kg                    3393","MG16011787","CHEMISTRY"
"8287162","04/02/2016 04:03:13 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX03FEB16W4","GUM 015 Koroit 25Kg                 9999","MG16011877","CHEMISTRY"
"8287163","04/02/2016 04:03:24 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX03FEB16W4","GUM 015 Koroit 25Kg                 9999","MG16011877","CHEMISTRY"
"8287165","04/02/2016 04:03:31 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_INFANT","MG70","KNX03FEB16W4","GUM 015 Koroit 25Kg                 9999","MG16011877","CHEMISTRY"
"8287166","04/02/2016 04:03:37 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX03FEB16W4","GUM 015 Koroit 25Kg                 9999","MG16011877","CHEMISTRY"
"8287168","04/02/2016 04:03:44 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX03FEB16W4","GUM 015 Koroit 25Kg                 9999","MG16011877","CHEMISTRY"
"8288575","05/02/2016 08:10:12 AM","T","SOLI030693","Insolubility Index","ML","1.8","PDR_WHEY","MG20","CCW02FEB16J2","Ezy Cal Mineral Whey Powder 25kg    2291","MG16012250","CHEMISTRY"
"8288607","05/02/2016 08:16:21 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MHS04FEB16J2","HH HS SMP 25Kg                      4637","MG16012252","CHEMISTRY"
"8289381","05/02/2016 10:30:25 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG40","RPC04FEB16J1","WPC 35% 25Kg                        2404","MG16012264","CHEMISTRY"
"8289427","05/02/2016 10:36:48 AM","T","SOLI030693","Insolubility Index","ML","0.2","PDR_FCMP","MG40","RIF04FEB16Q5","IFCMP INT.Bag Kg                    3393","MG16012266","CHEMISTRY"
"8289581","05/02/2016 10:54:38 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KIS04FEB16Q3","Instant SMP Blk Bag                C4900","MG16012301","CHEMISTRY"
"8289662","05/02/2016 10:59:47 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC04FEB16J1","WPC 35% 25Kg                        2404","MG16012306","CHEMISTRY"
"8289753","05/02/2016 11:09:14 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX04FEB16W4","GUM 015 Koroit 25Kg                 9999","MG16012309","CHEMISTRY"
"8289755","05/02/2016 11:09:26 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX04FEB16W4","GUM 015 Koroit 25Kg                 9999","MG16012309","CHEMISTRY"
"8289756","05/02/2016 11:09:33 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX04FEB16W4","GUM 015 Koroit 25Kg                 9999","MG16012309","CHEMISTRY"
"8289757","05/02/2016 11:09:40 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX04FEB16W4","GUM 015 Koroit 25Kg                 9999","MG16012309","CHEMISTRY"
"8289759","05/02/2016 11:09:48 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX04FEB16W4","GUM 015 Koroit 25Kg                 9999","MG16012309","CHEMISTRY"
"8289865","05/02/2016 11:28:10 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KIS03FEB16Q3","Instant SMP Blk Bag                C4900","MG16012315","CHEMISTRY"
"8290500","05/02/2016 01:12:03 PM","T","SOLI030693","Insolubility Index","","","PDR_FCMP","MG40","RIF26JAN16Q5","IFCMP INT.Bag Kg                    3393","MG16012381","CHEMISTRY"
"8290501","05/02/2016 01:12:10 PM","T","SOLI030693","Insolubility Index","","","PDR_FCMP","MG40","RIF26JAN16Q5","IFCMP INT.Bag Kg                    3393","MG16012381","CHEMISTRY"
"8290503","05/02/2016 01:12:16 PM","T","SOLI030693","Insolubility Index","","","PDR_FCMP","MG40","RIF26JAN16Q5","IFCMP INT.Bag Kg                    3393","MG16012381","CHEMISTRY"
"8290697","05/02/2016 01:29:59 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF03FEB16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16012391","CHEMISTRY"
"8292428","05/02/2016 06:13:23 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM04FEB16J2","BMP 25Kg                            2036","MG16012575","CHEMISTRY"
"8292845","06/02/2016 07:44:01 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS04FEB16J4","Instant SMP 25Kg                    4900","MG16012634","CHEMISTRY"
"8293170","06/02/2016 10:14:39 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX05FEB16W4","GUM 015 Koroit 25Kg                 9999","MG16012663","CHEMISTRY"
"8293171","06/02/2016 10:14:46 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX05FEB16W4","GUM 015 Koroit 25Kg                 9999","MG16012663","CHEMISTRY"
"8293172","06/02/2016 10:14:52 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX05FEB16W4","GUM 015 Koroit 25Kg                 9999","MG16012663","CHEMISTRY"
"8293173","06/02/2016 10:14:59 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX05FEB16W4","GUM 015 Koroit 25Kg                 9999","MG16012663","CHEMISTRY"
"8293174","06/02/2016 10:15:06 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX05FEB16W4","GUM 015 Koroit 25Kg                 9999","MG16012663","CHEMISTRY"
"8293369","06/02/2016 10:53:36 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC05FEB16J1","WPC 35% 25Kg                        2404","MG16012697","CHEMISTRY"
"8293481","06/02/2016 11:30:09 AM","T","SOLI030693","Insolubility Index","ML","0.2","PDR_FCMP","MG40","RIF05FEB16Q5","IFCMP INT.Bag Kg                    3393","MG16012700","CHEMISTRY"
"8293585","06/02/2016 01:14:32 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KIS05FEB16Q3","Instant SMP Blk Bag                C4900","MG16012702","CHEMISTRY"
"8294164","06/02/2016 04:40:51 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS05FEB16J3","Instant SMP 25Kg                    4900","MG16012818","CHEMISTRY"
"8294710","07/02/2016 07:55:47 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC06FEB16J1","WPC 35% 25Kg                        2404","MG16012942","CHEMISTRY"
"8294720","07/02/2016 08:03:24 AM","T","SOLI030693","Insolubility Index","ML","1.0","PDR_WHEY","MG20","CCW05FEB16J2","Ezy Cal Mineral Whey Powder 25kg    2291","MG16012943","CHEMISTRY"
"8294922","07/02/2016 10:04:58 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KIS06FEB16Q3","Instant SMP Blk Bag                C4900","MG16012957","CHEMISTRY"
"8294942","07/02/2016 10:09:56 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX06FEB16W4","GUM 015 Koroit 25Kg                 9999","MG16012962","CHEMISTRY"
"8294943","07/02/2016 10:10:04 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX06FEB16W4","GUM 015 Koroit 25Kg                 9999","MG16012962","CHEMISTRY"
"8294944","07/02/2016 10:10:11 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX06FEB16W4","GUM 015 Koroit 25Kg                 9999","MG16012962","CHEMISTRY"
"8294945","07/02/2016 10:10:18 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX06FEB16W4","GUM 015 Koroit 25Kg                 9999","MG16012962","CHEMISTRY"
"8294946","07/02/2016 10:10:25 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX06FEB16W4","GUM 015 Koroit 25Kg                 9999","MG16012962","CHEMISTRY"
"8295059","07/02/2016 10:43:09 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG40","RIF06FEB16Q5","IFCMP INT.Bag Kg                    3393","MG16013003","CHEMISTRY"
"8295139","07/02/2016 11:02:45 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM06FEB16J2","BMP 25Kg                            2036","MG16013029","CHEMISTRY"
"8295151","07/02/2016 11:09:10 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MHS06FEB16J2","HH HS SMP 25Kg                      4637","MG16013030","CHEMISTRY"
"8295168","07/02/2016 11:15:23 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS06FEB16J3","Instant SMP 25Kg                    4900","MG16013031","CHEMISTRY"
"8295664","07/02/2016 03:16:10 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC07FEB16J1","WPC 35% 25Kg                        2404","MG16013114","CHEMISTRY"
"8297143","08/02/2016 10:19:41 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG40","RPC07FEB16J1","WPC 35% 25Kg                        2404","MG16013301","CHEMISTRY"
"8297314","08/02/2016 10:38:05 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG70","KNX07FEB16W4","Filled Milk Base 007 25Kg           3104","MG16013343","CHEMISTRY"
"8297446","08/02/2016 10:55:16 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS07FEB16J3","Instant SMP 25Kg                    4900","MG16013359","CHEMISTRY"
"8297526","08/02/2016 11:02:07 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MHS07FEB16J2","HH HS SMP 25Kg                      4637","MG16013365","CHEMISTRY"
"8297894","08/02/2016 12:24:17 PM","T","SOLI030693","Insolubility Index","ML","11","MISC_DAIRY","MGHOR","C-LA3111 LRD29JAN16 MPC","7577292","DTS16010460","CHEMISTRY"
"8297895","08/02/2016 12:24:19 PM","T","SOLI030693","Insolubility Index","ML","10","MISC_DAIRY","MGHOR","C-LA3111 LRD29JAN16 MPC","7577293","DTS16010460","CHEMISTRY"
"8297897","08/02/2016 12:24:20 PM","T","SOLI030693","Insolubility Index","ML","11","MISC_DAIRY","MGHOR","C-LA3111 LRD29JAN16 MPC","7577294","DTS16010460","CHEMISTRY"
"8297899","08/02/2016 12:24:21 PM","T","SOLI030693","Insolubility Index","ML","11","MISC_DAIRY","MGHOR","C-LA3111 LRD29JAN16 MPC","7577295","DTS16010460","CHEMISTRY"
"8297900","08/02/2016 12:24:23 PM","T","SOLI030693","Insolubility Index","ML","8.5","MISC_DAIRY","MGHOR","C-LA3111 LRD29JAN16 MPC","7577298","DTS16010460","CHEMISTRY"
"8297901","08/02/2016 12:24:24 PM","T","SOLI030693","Insolubility Index","ML","12","MISC_DAIRY","MGHOR","C-LA3111 LRD29JAN16 MPC","7577299","DTS16010460","CHEMISTRY"
"8297903","08/02/2016 12:24:25 PM","T","SOLI030693","Insolubility Index","ML","13","MISC_DAIRY","MGHOR","C-LA3111 LRD29JAN16 MPC","7577300","DTS16010460","CHEMISTRY"
"8297905","08/02/2016 12:24:27 PM","T","SOLI030693","Insolubility Index","ML","13","MISC_DAIRY","MGHOR","C-LA3111 LRD29JAN16 MPC","7577301","DTS16010460","CHEMISTRY"
"8298483","08/02/2016 02:20:44 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG40","RIF07FEB16Q5","IFCMP INT.Bag Kg                    3393","MG16013416","CHEMISTRY"
"8298501","08/02/2016 02:23:21 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MGTDP","XIF05FEB16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16013418","CHEMISTRY"
"8298540","08/02/2016 02:27:25 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MGTDP","XIF06FEB16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16013419","CHEMISTRY"
"8298584","08/02/2016 02:31:27 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF04FEB16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16013420","CHEMISTRY"
"8299557","08/02/2016 04:39:29 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM07FEB16J2","BMP 25Kg                            2000","MG16013563","CHEMISTRY"
"8299803","08/02/2016 05:15:15 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_WPC","MG20","CPC08FEB16J1","WPC 35% 25Kg                        2404","MG16013579","CHEMISTRY"
"8301424","09/02/2016 10:05:14 AM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MG40","RIF08FEB16Q5","IFCMP INT.Bag Kg                    3393","MG16013790","CHEMISTRY"
"8301894","09/02/2016 10:48:22 AM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MG70","KIF08FEB16W1","Instant Full Cream Milk Powder 25kg 3393","MG16013849","CHEMISTRY"
"8301938","09/02/2016 10:53:14 AM","T","SOLI030693","Insolubility Index","ML","0.2","PDR_FCMP","MG70","KNX08FEB16W4","Filled Milk Base 007 25Kg           3104","MG16013850","CHEMISTRY"
"8302076","09/02/2016 11:05:15 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KIS07FEB16Q3","Instant SMP Blk Bag                C4900","MG16013853","CHEMISTRY"
"8302311","09/02/2016 11:37:49 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS08FEB16J3","Instant SMP 25Kg                    4900","MG16013879","CHEMISTRY"
"8302347","09/02/2016 11:46:10 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_MILK","DTSPRO","GP-DAIRYCHEK DAA1602-1 TO DAA1602-6 WMP","DAA1602-1","DTS16010811","CHEMISTRY"
"8302351","09/02/2016 11:46:50 AM","T","SOLI030693","Insolubility Index","ML","0.2","PDR_MILK","DTSPRO","GP-DAIRYCHEK DAA1602-1 TO DAA1602-6 WMP","DAA1602-2","DTS16010811","CHEMISTRY"
"8302356","09/02/2016 11:47:30 AM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_MILK","DTSPRO","GP-DAIRYCHEK DAA1602-1 TO DAA1602-6 WMP","DAA1602-3","DTS16010811","CHEMISTRY"
"8302367","09/02/2016 11:48:12 AM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_MILK","DTSPRO","GP-DAIRYCHEK DAA1602-1 TO DAA1602-6 WMP","DAA1602-4","DTS16010811","CHEMISTRY"
"8302369","09/02/2016 11:48:55 AM","T","SOLI030693","Insolubility Index","ML","0.2","PDR_MILK","DTSPRO","GP-DAIRYCHEK DAA1602-1 TO DAA1602-6 WMP","DAA1602-5","DTS16010811","CHEMISTRY"
"8302371","09/02/2016 11:49:44 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_MILK","DTSPRO","GP-DAIRYCHEK DAA1602-1 TO DAA1602-6 WMP","DAA1602-6","DTS16010811","CHEMISTRY"
"8302461","09/02/2016 12:02:07 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","DTSPRO","GP-DAIRYCHEK DTA1602-1 TO DTA1602-4 SMP","DTA1602-1","DTS16010816","CHEMISTRY"
"8302462","09/02/2016 12:02:36 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","DTSPRO","GP-DAIRYCHEK DTA1602-1 TO DTA1602-4 SMP","DTA1602-2","DTS16010816","CHEMISTRY"
"8302465","09/02/2016 12:03:19 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","DTSPRO","GP-DAIRYCHEK DTA1602-1 TO DTA1602-4 SMP","DTA1602-3","DTS16010816","CHEMISTRY"
"8302468","09/02/2016 12:03:50 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","DTSPRO","GP-DAIRYCHEK DTA1602-1 TO DTA1602-4 SMP","DTA1602-4","DTS16010816","CHEMISTRY"
"8302619","09/02/2016 12:28:15 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG70","KIF07FEB16W1","Instant Full Cream Milk Powder 25kg 3393","MG16013887","CHEMISTRY"
"8303390","09/02/2016 02:05:43 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF07FEB16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16013971","CHEMISTRY"
"8304854","09/02/2016 06:24:30 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC09FEB16J1","WPC 35% 25Kg                        2404","MG16014055","CHEMISTRY"
"8307509","10/02/2016 12:21:11 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_BMP","MG60","MBM09FEB16J2","BMP 25Kg                            2000","MG16014172","CHEMISTRY"
"8307529","10/02/2016 12:24:48 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KIS08FEB16Q3","Instant SMP Blk Bag                C4900","MG16014173","CHEMISTRY"
"8308404","10/02/2016 01:57:54 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF08FEB16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16014305","CHEMISTRY"
"8308432","10/02/2016 02:02:48 PM","T","SOLI030693","Insolubility Index","","","PDR_FCMP","MGTDP","XIF08FEB16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16014306","CHEMISTRY"
"8308463","10/02/2016 02:07:40 PM","T","SOLI030693","Insolubility Index","","","PDR_FCMP","MGTDP","XIF08FEB16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16014307","CHEMISTRY"
"8308487","10/02/2016 02:12:13 PM","T","SOLI030693","Insolubility Index","","","PDR_FCMP","MGTDP","XIF08FEB16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16014308","CHEMISTRY"
"8308509","10/02/2016 02:17:04 PM","T","SOLI030693","Insolubility Index","","","PDR_FCMP","MGTDP","XIF08FEB16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16014309","CHEMISTRY"
"8308531","10/02/2016 02:22:08 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS09FEB16J3","Instant SMP 25Kg                    4900","MG16014310","CHEMISTRY"
"8308680","10/02/2016 02:41:13 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MG40","RIF09FEB16Q5","IFCMP INT.Bag Kg                    3393","MG16014344","CHEMISTRY"
"8309360","10/02/2016 04:30:54 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS10FEB16J3","Instant SMP 25Kg                    4900","MG16014394","CHEMISTRY"
"8309437","10/02/2016 04:41:05 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MHS10FEB16J2","HH HS SMP 25Kg                      4637","MG16014408","CHEMISTRY"
"8311521","11/02/2016 10:28:42 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG40","RPC10FEB16J1","WPC 35% 25Kg                        2404","MG16014572","CHEMISTRY"
"8311599","11/02/2016 10:46:44 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG40","RIF10FEB16Q5","IFCMP INT.Bag Kg                    3393","MG16014588","CHEMISTRY"
"8312106","11/02/2016 12:21:51 PM","T","SOLI030693","Insolubility Index","","","MISC_PROD","DTS","testing rw","","DTS16011783","CHEMISTRY"
"8313302","11/02/2016 03:42:11 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG70","KIF09FEB16W1","Instant Full Cream Milk Powder 25kg 3393","MG16014698","CHEMISTRY"
"8313394","11/02/2016 03:57:00 PM","T","SOLI030693","Insolubility Index","","","PDR_SMP","DAIBEST","6B2627 - SMPMH-25-01","6B2627 - SMPMH-25-01","DTS16011940","CHEMISTRY"
"8313523","11/02/2016 04:14:24 PM","T","SOLI030693","Insolubility Index","ML","<0.1","MISC_DAIRY","MG80","JRD09FEB167","Heinz Nurture Gold JrMix 102883","MG16014749","CHEMISTRY"
"8313529","11/02/2016 04:16:53 PM","T","SOLI030693","Insolubility Index","ML","<0.1","MISC_DAIRY","MG80","JRD09FEB167","Heinz Nurture Gold JrMix 102883","MG16014749","CHEMISTRY"
"8313592","11/02/2016 04:31:04 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BLEND","MG10","LBM10FEB16J2","Buttermilk Powder Blend 25Kg        2010","MG16014759","CHEMISTRY"
"8313603","11/02/2016 04:33:56 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF10FEB16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16014760","CHEMISTRY"
"8313622","11/02/2016 04:39:16 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF09FEB16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16014761","CHEMISTRY"
"8314175","11/02/2016 07:29:22 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM10FEB16J2","BMP 25Kg                            2000","MG16014921","CHEMISTRY"
"8314187","11/02/2016 07:34:24 PM","T","SOLI030693","Insolubility Index","","","PDR_BMP","MG60","MBM11FEB16J2","BMP 25Kg                            2000","MG16014922","CHEMISTRY"
"8314197","11/02/2016 07:38:46 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS11FEB16J3","Instant SMP 25Kg                    4900","MG16014923","CHEMISTRY"
"8314945","12/02/2016 08:19:45 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC10FEB16J1","WPC 35% 25Kg                        2404","MG16015086","CHEMISTRY"
"8315935","12/02/2016 11:00:47 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KIS09FEB16Q3","Instant SMP Blk Bag                C4900","MG16015105","CHEMISTRY"
"8316231","12/02/2016 11:31:57 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG40","RIF11FEB16Q5","IFCMP INT.Bag Kg                    3393","MG16015121","CHEMISTRY"
"8316303","12/02/2016 11:35:01 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KIS10FEB16Q3","Instant SMP Blk Bag                C4900","MG16015123","CHEMISTRY"
"8318810","12/02/2016 06:14:13 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF11FEB16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16015325","CHEMISTRY"
"8318900","12/02/2016 06:50:40 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MMS08AUG15J3","MH SMP 25Kg                         4442","MG16015375","CHEMISTRY"
"8318903","12/02/2016 06:52:14 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM09AUG15J1","BMP 25Kg                            2000","MG16015376","CHEMISTRY"
"8318956","12/02/2016 07:09:01 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS12FEB16J3","Instant SMP 25Kg                    4900","MG16015391","CHEMISTRY"
"8319563","13/02/2016 08:58:10 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MHS12FEB16J2","HH HS SMP 25Kg                      4637","MG16015472","CHEMISTRY"
"8319606","13/02/2016 09:08:07 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS13FEB16J3","Instant SMP 25Kg                    4900","MG16015477","CHEMISTRY"
"8320121","13/02/2016 11:43:11 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG40","RPC12FEB16J1","WPC 35% 25Kg                        2404","MG16015538","CHEMISTRY"
"8320157","13/02/2016 11:49:23 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_INFANT","MG70","KNX11FEB16W4","Base Milk 001 Nutritional Pwdr 25Kg 3665","MG16015540","CHEMISTRY"
"8320187","13/02/2016 12:04:18 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KIS11FEB16Q3","Instant SMP Blk Bag                C4900","MG16015542","CHEMISTRY"
"8320415","13/02/2016 01:30:14 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM12FEB16J2","BMP 25Kg                            2000","MG16015570","CHEMISTRY"
